 Consec, Region, SampleID,Ca_input (mg/L),Mg_input (mg/L),Na_input (mg/L),K_input (mg/L),SO4_input (mg/L),Cl_input (mg/L),HCO3_input (mg/L),CO3_input (mg/L)," Data in mEq/L  
 start here",Ca mEq/L,Mg mEq/L,Na mEq/L,K mEq/L,SO4 mEq/L,Cl mEq/L,HCO3 mEq/L,CO3 mEq/L," Data in mMol/L 
 start here",Ca mMol/L,Mg mMol/L,Na mMol/L,K mMol/L,SO4 mMol/L,Cl mMol/L,HCO3 mMol/L,CO3 mMol/L,CationC,AnionC,FinalC,"hlr transformations  
 start here",hlr2,hlr3,hlr4,hlr5,hlr6,hlr7,hlr8,"7 hlr model for cations 
 start here",hDF1_Ca-Mg-Na,hDF2_Ca-Mg-Na,hp_Ca,hp_Mg,hp_Na,------,hDF1_Ca-Mg-K,hDF2_Ca-Mg-K,hp_Ca,hp_Mg,hp_K,------,hDF1_Ca-Na-K,hDF2_Ca-Na-K,hp_Ca,hp_Na,hp_K,------,hDF1_Mg-Na-K,hDF2_Mg-Na-K,hp_Mg,hp_Na,hp_K,"7 hlr model for anions 
 start here",hDF1_SO4-Cl-HCO3,hDF2_SO4-Cl-HCO3,hp_SO4,hp_Cl,hp_HCO3,------,hDF1_SO4-Cl-CO3,hDF2_SO4-Cl-CO3,hp_SO4,hp_Cl,hp_CO3,------,hDF1_SO4-HCO3-CO3,hDF2_SO4-HCO3-CO3,hp_SO4,hp_HCO3,hp_CO3,------,hDF1_Cl-HCO3-CO3,hDF2_Cl-HCO3-CO3,hp_Cl,hp_HCO3,hp_CO3,"Sum of cation probabilities 
 of 7 hlr model  start here",hp_Ca,hp_Mg,hp_Na,hp_K,CationP,CationPH,"Sum of anion probabilities 
 of 7 hlr model  start here",hp_SO4,hp_Cl,hp_HCO3,hp_CO3,AnionP,AnionPH,FinalP,FinalPH,-----,Ionic imbalance %,Acceptability
46,RANCHO DE GUADALUPE 2,DLGUA1104-310716,1.529,0.1052,175.2,7.727,58.9614,19.77,235.44,73.44, ,0.076301213,0.008656655,7.620781134,0.197630076,1.227646373,0.557686883,3.858660024,2.447673644, ,0.038150606,0.004328328,7.620781134,0.197630076,0.613823186,0.557686883,3.858660024,1.223836822,sodium,bicarbonate,sodium-bicarbonate, ,4.465203787,-3.008249158,0.643988016,-0.48932192,-0.393412667,-2.327690262,-1.179361142,,5.464803221,3.705747437,0.000337635,4.45E-06,0.999657916,,2.912089888,1.023178218,0.330299154,0.003058702,0.666642144,,0.383607567,-4.644620927,0.000357041,0.998850997,0.000791962,,3.519013195,-5.731832683,3.29E-06,0.999078335,0.000918375,,1.971710762,1.856999402,0.006723319,0.029933057,0.963343625,,0.820093096,0.382388126,0.100181233,0.515432034,0.384386733,,1.824480745,-2.14683348,0.006050153,0.974694435,0.019255412,,1.919572604,-1.054200054,0.033689968,0.94378137,0.022528662,,0.082748457,0.00076661,0.749396812,0.16708812,sodium,sodium,,0.028238676,0.144763765,0.720454857,0.106542702,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,1.177226769,acceptable
47,RANCHO DE GUADALUPE 2,DLGUA1104-060714,1.779,0.968,179.7,8.914,64.35,20.6,228.9,75, ,0.088776885,0.079654392,7.816520375,0.227989452,1.339843425,0.581100141,3.751475023,2.499666711, ,0.044388443,0.039827196,7.816520375,0.227989452,0.669921712,0.581100141,3.751475023,1.249833356,sodium,bicarbonate,sodium-bicarbonate, ,2.578397142,-2.701047631,0.833647773,-0.244213719,-0.101975963,-1.966957242,-0.867818367,,4.975324273,1.397764243,0.000237886,0.000176561,0.999585553,,0.577310335,0.899071307,0.171219568,0.102108805,0.726671627,,0.710276207,-4.625951285,0.000268953,0.998621955,0.001109092,,1.577806684,-4.666973945,0.000144553,0.998615565,0.001239882,,1.611133654,1.796785542,0.01271565,0.033220197,0.954064152,,0.680710921,0.097488103,0.136527685,0.3986214,0.464850915,,1.544664513,-1.8762506,0.011656438,0.954416331,0.033927231,,1.623330366,-1.150780057,0.036047571,0.925842801,0.038109628,,0.042931602,0.02560748,0.749205768,0.18225515,sodium,sodium,,0.040224943,0.116972292,0.708580821,0.134221943,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,0.249348423,excellent
48,RANCHO DE GUADALUPE 2,DLGUA1104-160619,1.567,0.0751,137.3,10.23,55.902,21.8266,189.39,115.56, ,0.078197515,0.006179798,5.972221745,0.261648205,1.163946031,0.615700987,3.10393995,3.851486468, ,0.039098757,0.003089899,5.972221745,0.261648205,0.581973016,0.615700987,3.10393995,1.925743234,sodium,bicarbonate,sodium-bicarbonate, ,4.802959611,-2.763776209,0.364097208,-0.435326002,-0.491663356,-2.109329456,-1.631969188,,5.198202614,4.019544706,0.000650311,4.26E-06,0.99934543,,3.409898489,1.28498869,0.273409025,0.001193333,0.725397642,,0.54499988,-4.16037775,0.000670178,0.99731789,0.002011932,,4.036237743,-5.415221071,2.97E-06,0.997655463,0.002341569,,2.035187794,1.539445064,0.007907275,0.052632167,0.939460558,,1.312599157,0.211188862,0.051714231,0.413056537,0.535229232,,1.196892662,-2.317633391,0.006873389,0.93519132,0.057935291,,1.317129237,-1.000605354,0.056534612,0.878111473,0.065353915,,0.068682379,0.00030014,0.748579696,0.182437786,sodium,sodium,,0.016623724,0.130555829,0.688190838,0.164629609,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,16.05510321,imbalance too high
49,RANCHO DE GUADALUPE 2,DLGUA1104-170917,2.281,0.1451,292.96,12.882,54.4311,22.5994,238.26,58.52, ,0.113828035,0.01193993,12.74305959,0.329477241,1.133320147,0.637500705,3.904877409,1.950406612, ,0.056914018,0.005969965,12.74305959,0.329477241,0.566660073,0.637500705,3.904877409,0.975203306,sodium,bicarbonate,sodium-bicarbonate, ,4.341818268,-3.32418272,0.331052058,-0.211200269,-0.328996046,-2.141422331,-0.754086631,,5.812738099,3.879787522,0.000196508,2.20E-06,0.999801291,,3.080739792,1.375473571,0.217370296,0.0018165,0.780813204,,0.714593437,-4.78795644,0.00020597,0.998936586,0.000857444,,3.895132807,-5.871602582,1.75E-06,0.999028437,0.000969815,,1.974299632,1.737873667,0.007407906,0.037043351,0.955548743,,0.711094442,0.562819203,0.105107341,0.592704708,0.302187951,,1.908506055,-2.03259533,0.00694118,0.976167434,0.016891385,,2.020341707,-0.880029155,0.041145563,0.939904926,0.01894951,,0.054443193,0.000455112,0.749441579,0.195660116,sodium,sodium,,0.029864107,0.167723405,0.717905276,0.084507212,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,26.75802106,imbalance too high
50,RANCHO DE GUADALUPE 2,DLGUA1104-090613,1.515,0.4248,195.5,8.995,62.5496,23.4502,212,67.84, ,0.075602575,0.03495577,8.503782601,0.230061154,1.302356958,0.661500705,3.474498492,2.261031862, ,0.037801287,0.017477885,8.503782601,0.230061154,0.651178479,0.661500705,3.474498492,1.130515931,sodium,bicarbonate,sodium-bicarbonate, ,3.281166206,-2.90616377,0.703757427,-0.336681181,-0.352408464,-2.011102843,-0.888326798,,5.349088141,2.193010273,0.000184597,3.75E-05,0.999777908,,1.385411704,1.106079173,0.178909038,0.027745192,0.79334577,,0.760885276,-4.764483433,0.00020466,0.998865244,0.000930096,,2.374640841,-5.129745129,2.94E-05,0.99892095,0.001049614,,1.765121267,1.595036595,0.011718886,0.047602698,0.940678416,,0.690089625,0.430421242,0.116999549,0.538004264,0.344996187,,1.663084191,-1.865230764,0.010964947,0.961613961,0.027421092,,1.753727952,-0.854678377,0.052263987,0.917145031,0.030590983,,0.044824574,0.006953031,0.749391026,0.19883137,sodium,sodium,,0.034920846,0.159467737,0.704859352,0.100752065,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,6.921111023,acceptable
51,RANCHO DE GUADALUPE 2,DLGUA1104-091218,1.169,0.0888,179.8,7.792,57.096,24.6378,232.17,67.58, ,0.058336244,0.007307138,7.820870136,0.199292552,1.18880653,0.69500141,3.805067523,2.252366351, ,0.029168122,0.003653569,7.820870136,0.199292552,0.594403265,0.69500141,3.805067523,1.126183176,sodium,bicarbonate,sodium-bicarbonate, ,4.595577474,-3.073269064,0.596508176,-0.496275952,-0.652631841,-2.352806982,-1.13530744,,5.70651068,3.664278812,0.000212403,3.37E-06,0.999784225,,2.889270576,1.238021779,0.247928701,0.002708931,0.749362368,,0.59860001,-4.799968004,0.000225787,0.999019997,0.000754215,,3.664673979,-5.826852028,2.42E-06,0.999122362,0.000875217,,2.17050694,1.632437618,0.005876251,0.044717763,0.949405986,,0.862881501,0.749058453,0.074945488,0.66445982,0.260594691,,1.937532376,-2.164883427,0.005416173,0.979013452,0.015570375,,2.053193194,-0.734207762,0.050494383,0.93154563,0.017959987,,0.062091723,0.000678681,0.749481646,0.18774795,sodium,sodium,,0.021559478,0.189917991,0.714991267,0.073531263,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,0.902001778,excellent
52,RANCHO DE GUADALUPE 1,DLGUA1105-310716,1.687,0.1873,176.6,2.094,62.7209,18.8,221.4,77.76, ,0.084185838,0.015412467,7.681677787,0.053557316,1.305923628,0.530324401,3.628556444,2.591654446, ,0.042092919,0.007706233,7.681677787,0.053557316,0.652961814,0.530324401,3.628556444,1.295827223,sodium,bicarbonate,sodium-bicarbonate, ,3.811440104,-3.093123641,1.87271722,-0.628049026,-0.420019273,-2.343120551,-1.313434929,,5.183476535,3.120217235,0.000411557,1.40E-05,0.999574401,,1.855979213,-0.590079153,0.842530512,0.020897543,0.136571945,,-1.022861768,-5.31300405,0.000465356,0.999462819,7.18E-05,,1.667540077,-6.289806949,1.13E-05,0.999903675,8.50E-05,,1.847455885,1.846427924,0.00830584,0.030480463,0.961213697,,0.785757448,0.260846587,0.111116298,0.464485846,0.424397856,,1.726336717,-2.066832649,0.00743261,0.969120119,0.023447271,,1.81422572,-1.093079866,0.034294967,0.938526215,0.027178818,,0.210851856,0.005230718,0.749735224,0.034182202,sodium,sodium,,0.031713687,0.132315319,0.717215008,0.118755986,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,1.39463492,acceptable
53,RANCHO DE GUADALUPE 1,DLGUA1105-090613,1.943,0.5683,177.6,3.668,69.1094,20.1002,207.76,55.12, ,0.096960926,0.04676404,7.725175396,0.093814821,1.438939785,0.56700141,3.405008522,1.837088388, ,0.048480463,0.02338202,7.725175396,0.093814821,0.719469893,0.56700141,3.405008522,0.918544194,sodium,bicarbonate,sodium-bicarbonate, ,2.898202657,-2.902069792,1.508847169,-0.528344666,-0.290191777,-2.082832707,-0.772620004,,4.970422585,2.046252747,0.000340422,7.63E-05,0.999583274,,0.929237648,-0.096515854,0.565958316,0.100315698,0.333725986,,-0.345361335,-5.023653905,0.000388566,0.999394846,0.000216588,,1.232157134,-5.460272323,6.43E-05,0.999688155,0.000247516,,1.530842217,1.728760939,0.015330243,0.037441109,0.947228648,,0.349022357,0.372752662,0.188696578,0.506513619,0.304789803,,1.863575425,-1.626212847,0.014367206,0.96570984,0.019922955,,1.922037632,-0.918939315,0.041684791,0.935729117,0.022586092,,0.141671826,0.025114083,0.749666569,0.083547522,sodium,sodium,,0.054598507,0.14640988,0.712166901,0.086824713,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,4.698498906,acceptable
54,RANCHO DE GUADALUPE 1,DLGUA1105-170917,1.228,0.1486,221.98,2.9293,63.2522,20.3837,184.73,87.29, ,0.061280503,0.012227937,9.655599293,0.074921416,1.316985925,0.57499859,3.02756654,2.909278763, ,0.030640252,0.006113968,9.655599293,0.074921416,0.658492962,0.57499859,3.02756654,1.454639381,sodium,bicarbonate,sodium-bicarbonate, ,4.04779556,-3.316921662,1.541931824,-0.631582232,-0.495995986,-2.157142852,-1.424141699,,5.72556205,3.166610303,0.000156896,6.29E-06,0.999836818,,1.984810018,0.04499424,0.657373568,0.01862071,0.324005722,,-0.418803338,-5.548519821,0.000177907,0.99973548,8.66E-05,,2.223373076,-6.435470042,4.86E-06,0.999892944,0.000102197,,1.807422692,1.588052538,0.011004518,0.048217822,0.940777661,,0.906809138,0.28755121,0.092447479,0.471686114,0.435866406,,1.466558203,-2.002772115,0.009892288,0.95200494,0.038102771,,1.557301085,-0.931291305,0.053410426,0.903407252,0.043182322,,0.164427093,0.004657964,0.749866311,0.081048633,sodium,sodium,,0.028336071,0.14332859,0.699047463,0.129287875,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,11.20180984,imbalance too high
55,RANCHO DE GUADALUPE 1,DLGUA1105-090815,7.18,1.433,162.4,3.727,95.67523,20.7,279.74,31.52, ,0.358301312,0.117918124,7.064011736,0.095323838,1.992071916,0.583921016,4.584699095,1.050526596, ,0.179150656,0.058959062,7.064011736,0.095323838,0.996035958,0.583921016,4.584699095,0.525263298,sodium,bicarbonate,sodium-bicarbonate, ,2.25478757,-2.531137497,1.774350995,-0.572152452,-0.038134819,-2.098848847,0.06773125,,3.83439884,2.161411779,0.002873797,0.000310999,0.996815203,,0.956817237,-1.072233359,0.838056327,0.080449828,0.081493845,,-1.297228757,-4.28913816,0.003181479,0.99652919,0.000289331,,0.512010873,-4.971011464,0.000301722,0.999373748,0.00032453,,1.102518102,2.000703063,0.024266049,0.022784914,0.952949037,,-0.555312663,0.509780783,0.448282932,0.424143354,0.127573713,,2.559133503,-1.045784168,0.023591312,0.970250888,0.0061578,,2.560982027,-0.915350235,0.025479555,0.967479882,0.007040562,,0.211027901,0.020265637,0.748179535,0.020526926,sodium,sodium,,0.124035073,0.118101956,0.722669952,0.035193019,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,3.632686547,acceptable
56,RANCHO DE GUADALUPE 1,DLGUA1105-160619,1.637,0.1741,132.3,5.044,56.2506,21.3622,191.53,100.58, ,0.081690703,0.01432627,5.754733699,0.129008167,1.171204297,0.602600846,3.139012718,3.352219704, ,0.040845352,0.007163135,5.754733699,0.129008167,0.585602149,0.602600846,3.139012718,1.676109852,sodium,bicarbonate,sodium-bicarbonate, ,3.961825322,-2.727004968,1.070897369,-0.441867553,-0.470481952,-2.12089053,-1.493457744,,4.928049924,3.10604969,0.000650912,2.03E-05,0.999328789,,2.235584122,0.399167027,0.533981683,0.011772432,0.454245885,,-0.111753672,-4.516607657,0.000706776,0.998681777,0.000611448,,2.546753577,-5.437593191,1.53E-05,0.999272709,0.000712037,,1.953315833,1.576719108,0.008763388,0.049265538,0.941971075,,1.163169172,0.217931059,0.064887399,0.427141715,0.507970886,,1.293107107,-2.212481903,0.007739992,0.942385598,0.04987441,,1.407689378,-0.999815677,0.053259005,0.890802222,0.055938773,,0.133834843,0.002951996,0.749320819,0.113892342,sodium,sodium,,0.020347695,0.132416565,0.693789724,0.153446017,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,16.042902,imbalance too high
57,RANCHO DE GUADALUPE 1,DLGUA1105-041118,1.381,0.17,187.39,2.0433,51.3407,23.7976,216.14,76.76, ,0.068915615,0.013988891,8.15101699,0.052260584,1.068974348,0.671300423,3.542349548,2.558325557, ,0.034457807,0.006994446,8.15101699,0.052260584,0.534487174,0.671300423,3.542349548,1.279162778,sodium,bicarbonate,sodium-bicarbonate, ,3.875386582,-3.185395054,1.864260489,-0.460804806,-0.688713833,-2.352042572,-1.333458135,,5.411218343,3.071853374,0.000264614,1.09E-05,0.999724441,,1.800079279,-0.450044427,0.80366623,0.023919026,0.172414744,,-0.875396972,-5.493363933,0.000301488,0.999636856,6.17E-05,,1.734695005,-6.411730637,8.71E-06,0.999918435,7.29E-05,,2.217253867,1.593860147,0.00562125,0.047879838,0.946498912,,1.076821034,0.607832965,0.061167255,0.600773976,0.338058769,,1.704629276,-2.289579349,0.005145351,0.971562807,0.023291842,,1.843393609,-0.796745367,0.053565996,0.920317194,0.026116809,,0.201058083,0.00598467,0.749819933,0.043137314,sodium,sodium,,0.017983464,0.175554953,0.709594728,0.096866855,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,2.760764937,acceptable
58,RANCHO DE GUADALUPE 1,DLGUA1105-110318,1.483,0.2191,195.85,2.2685,48.8228,24.1202,177.6,103.68, ,0.074005689,0.018029212,8.519006764,0.058020425,1.01654868,0.680400564,2.910711944,3.455539261, ,0.037002844,0.009014606,8.519006764,0.058020425,0.50827434,0.680400564,2.910711944,1.727769631,sodium,bicarbonate,sodium-bicarbonate, ,3.68929556,-3.16191332,1.827346605,-0.342879625,-0.634539973,-2.088011268,-1.566444909,,5.352624291,2.862453517,0.000263065,1.56E-05,0.99972135,,1.6102518,-0.417038707,0.775513327,0.033199399,0.191287274,,-0.806847329,-5.451406879,0.000302193,0.99962744,7.04E-05,,1.597475204,-6.273783113,1.25E-05,0.999904731,8.28E-05,,2.13869277,1.38250539,0.007572868,0.069187946,0.923239186,,1.384870946,0.35817427,0.044015463,0.471147524,0.484837014,,1.16738033,-2.334868509,0.006797971,0.932377587,0.060824442,,1.319268063,-0.826399814,0.073802261,0.861062229,0.06513551,,0.194019646,0.008306873,0.74981338,0.047860101,sodium,sodium,,0.014596575,0.153534433,0.679169751,0.152699241,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,3.620918803,acceptable
59,FIDEL TELLEZ SAMANO,DLGUA1192-200414,60.93,16.16,199.42,9.57,164,46,249,44, ,3.040570887,1.329767538,8.674293229,0.244767675,3.414674773,1.297602257,4.080896814,1.466471137, ,1.520285443,0.664883769,8.674293229,0.244767675,1.707337387,1.297602257,4.080896814,0.733235569,sodium,bicarbonate,sodium-bicarbonate, ,0.740037397,-1.828469491,1.739340142,-0.203040714,0.071376216,-1.074422412,0.642182612,,2.102109982,1.418629633,0.04329189,0.008385798,0.948322312,,0.301666166,-1.847139801,0.81148415,0.163525589,0.024990261,,-1.910873993,-2.962609087,0.047142628,0.951534065,0.001323307,,-0.69371665,-3.52923854,0.010166101,0.988381944,0.001451955,,0.43182193,1.107573615,0.133663309,0.09700312,0.769333571,,-0.775124537,0.493035773,0.532383532,0.36583299,0.101783478,,1.774787997,-0.238797223,0.145773571,0.826699381,0.027527048,,1.770217076,-0.343939347,0.112218055,0.858325574,0.029456371,,0.225479667,0.045519372,0.72205958,0.006941381,sodium,sodium,,0.202955103,0.143763541,0.613589631,0.039691724,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,12.86572104,imbalance too high
60,FIDEL TELLEZ SAMANO,DLGUA1192-210118,58.918,27.574,225.682,19.549,150.95,48,322,78, ,2.940166675,2.268998149,9.816627442,0.499996164,3.142958274,1.354019746,5.277304314,2.59965338, ,1.470083337,1.134499074,9.816627442,0.499996164,1.571479137,1.354019746,5.277304314,1.29982669,sodium,bicarbonate,sodium-bicarbonate, ,0.471705602,-1.686180814,1.291051665,0.14587951,0.294819054,-1.065518609,0.335665872,,2.139340454,0.833480073,0.029659196,0.017178014,0.95316279,,-0.078026671,-1.130005827,0.574162437,0.348612724,0.077224838,,-1.130800495,-2.737219966,0.032560378,0.963427115,0.004012507,,-0.540363777,-2.959294958,0.019987229,0.975771427,0.004241343,,0.667166609,1.310252803,0.082770504,0.072959699,0.844269797,,-0.190720483,0.063387947,0.392146767,0.336288809,0.271564424,,1.351738452,-0.758607333,0.084161034,0.859382179,0.056456787,,1.387036249,-0.766667246,0.077318423,0.864683856,0.057997721,,0.159095503,0.096444492,0.723090333,0.021369672,sodium,sodium,,0.139769576,0.121641733,0.642083958,0.096504733,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,11.29707484,imbalance too high
61,FIDEL TELLEZ SAMANO,DLGUA1192-010516,56.81,36.77,236.358,23.91,179.27,56,516,9, ,2.834971805,3.025714873,10.28100792,0.61153554,3.732614308,1.579689704,8.456798217,0.299960005, ,1.417485902,1.512857437,10.28100792,0.61153554,1.866307154,1.579689704,8.456798217,0.149980003,sodium,bicarbonate,sodium-bicarbonate, ,0.076038367,-1.84025973,0.981820778,-0.133923123,0.032810134,-1.644932069,2.387291881,,2.418174474,0.573488934,0.01573106,0.016697596,0.967571344,,-0.328812097,-0.658782894,0.38302819,0.481178826,0.135792985,,-0.590208426,-2.829958882,0.016914833,0.977263068,0.005822099,,-0.401384152,-2.83417397,0.02061557,0.973558237,0.005826193,,0.600097153,1.663015527,0.070433835,0.03994053,0.889625635,,-2.233290107,1.716195678,0.671014808,0.324180029,0.004805163,,3.914295751,0.264690527,0.079535633,0.919852985,0.000611382,,3.87075852,0.077681138,0.043692231,0.955639978,0.000667791,,0.103918521,0.129622998,0.729598162,0.036860319,sodium,sodium,,0.205246069,0.101953198,0.69127965,0.001521084,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,8.708527808,acceptable
62,VALLE DE LA CUEVITA 1,DLGUA1194-211018,18.543,7.952,47.142,11.633,14.44,25,119,24, ,0.925345576,0.654350957,2.050564293,0.297532118,0.30065795,0.705218618,1.950308116,0.799893348, ,0.462672788,0.327175478,2.050564293,0.297532118,0.150328975,0.705218618,1.950308116,0.399946674,sodium,bicarbonate,sodium-bicarbonate, ,0.507917967,-1.327455675,0.602892447,1.285588567,-0.260093226,-1.277328023,0.307083402,,1.816712444,0.864817383,0.052614666,0.024843157,0.922542177,,0.287694801,-0.30570313,0.493174603,0.248160017,0.25866538,,-0.378989537,-1.947428342,0.054352135,0.917901974,0.027745891,,0.199182931,-2.146573631,0.028760304,0.942432536,0.028807161,,2.328411623,0.973011093,0.007485032,0.137022113,0.855492855,,1.26734286,0.884259954,0.038146968,0.699664097,0.262188935,,1.249834059,-2.190942392,0.008254878,0.937649295,0.054095828,,1.514442347,-0.341771943,0.13329109,0.821149077,0.045559833,,0.150035351,0.07544087,0.695719172,0.078804608,sodium,sodium,,0.013471719,0.242494325,0.653572807,0.090461149,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,2.23474488,acceptable
63,VALLE DE LA CUEVITA 3,DLGUA1195-211018,34.01,16.571,47.657,10.483,14.88,37,183,16, ,1.697190479,1.363587739,2.072965562,0.268119074,0.309819272,1.043723554,2.999213321,0.533262232, ,0.848595239,0.68179387,2.072965562,0.268119074,0.154909636,1.043723554,2.999213321,0.266631116,sodium,bicarbonate,sodium-bicarbonate, ,-0.014497407,-1.126505538,0.918798773,1.467388008,-0.440319977,-1.495875345,0.924363847,,1.269107752,0.596203917,0.110359945,0.066664598,0.822975457,,-0.083864369,-0.918929451,0.528606397,0.366399692,0.104993911,,-0.907398589,-1.7336298,0.119384002,0.858307142,0.022308856,,-0.535719679,-1.908053654,0.088558118,0.888420663,0.023021219,,2.636565519,1.022932056,0.004380168,0.126637322,0.86898251,,0.966902485,1.497418277,0.031777521,0.875015115,0.093207365,,1.960749128,-2.187560301,0.005123726,0.980031951,0.014844323,,2.255366881,-0.034566837,0.125533806,0.862129117,0.012337077,,0.189587586,0.130405602,0.642425816,0.037580997,sodium,sodium,,0.010320354,0.281796561,0.677785894,0.030097191,bicarbonate,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,,5.01409827,acceptable
64,"POZO LA JOYA, URIANGATO",DLGUA6003-310319,6.584,4.639,107.2,8.565,23.1792,24.4073,148.35,66.65, ,0.328559309,0.381732154,4.662943707,0.219063233,0.482618473,0.688499295,2.431329487,2.221370484, ,0.164279655,0.190866077,4.662943707,0.219063233,0.241309236,0.688499295,2.431329487,1.110685242,sodium,bicarbonate,sodium-bicarbonate, ,1.125856027,-2.069974183,0.988067618,0.891348792,-0.157086252,-1.418765459,-0.635304397,,3.34278365,0.718302705,0.003226606,0.003991167,0.992782227,,-0.096255112,-0.045648769,0.315928183,0.370761145,0.313310672,,-0.076087186,-3.489044337,0.003600783,0.993092541,0.003306676,,0.250133597,-3.443760989,0.0040336,0.992464651,0.003501749,,2.211032996,1.199861224,0.007733926,0.094421707,0.897844367,,1.675413557,0.218920896,0.029122243,0.384084557,0.586793201,,0.722621852,-2.455575607,0.007120392,0.865897062,0.126982546,,0.957505237,-0.851699837,0.088161106,0.793771155,0.118067739,,0.080688893,0.094696478,0.744584855,0.080029774,sodium,sodium,,0.01099414,0.141666842,0.639378146,0.207960871,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,2.028004377,acceptable
65,MUNICIPIO DE SAN FRANCISCO DEL RINCON  9B,DLGUA6141-240319,3.016,0.3768,250.3,3.834,105.7702,23.9288,278.425,51.6, ,0.150506512,0.031005966,10.88745159,0.098060529,2.202261181,0.67500141,4.563147371,1.719770697, ,0.075253256,0.015502983,10.88745159,0.098060529,1.10113059,0.67500141,4.563147371,0.859885349,sodium,bicarbonate,sodium-bicarbonate, ,3.464494698,-3.089839024,1.619942214,-0.798565591,-0.30918763,-2.220240727,-0.551271915,,5.085888931,2.971243469,0.000453856,1.95E-05,0.999526651,,1.75756306,-0.386704685,0.78208701,0.026079984,0.191833006,,-0.786911043,-5.121402676,0.000506423,0.999371421,0.000122156,,1.707251081,-6.008520265,1.65E-05,0.999842239,0.000141253,,1.353302379,1.846660653,0.018489411,0.030236346,0.951274243,,-0.130529917,0.545142689,0.296261339,0.522144649,0.181594012,,2.308526389,-1.328097174,0.017461789,0.973246721,0.00929149,,2.327107774,-0.842699775,0.034439815,0.954691692,0.010868493,,0.195761822,0.006528997,0.749685078,0.048024104,sodium,sodium,,0.083053135,0.146705203,0.719803164,0.050438499,bicarbonate,bicarbonate,sodium-bicarbonate,sodium bicarbonate,,9.872699707,acceptable
66,EJIDO CALZADA DEL TEPOZAN,DLGUA961-120415,44.09,5.224,180.9,7.961,207.94611,19.14,187,39.6, ,2.200209591,0.429870397,7.868717506,0.203614991,4.329684975,0.539915374,3.064769896,1.319824023, ,1.100104796,0.214935199,7.868717506,0.203614991,2.164842488,0.539915374,3.064769896,0.659912012,sodium,bicarbonate,sodium-bicarbonate, ,1.52362944,-2.076684348,1.577735109,-0.786136864,0.602553608,-1.133761751,0.401859509,,2.477017814,2.355951263,0.036698649,0.001498072,0.961803279,,1.244195909,-1.68114806,0.936050234,0.037534283,0.026415482,,-1.928322454,-3.0976615,0.038847641,0.960096313,0.001056046,,0.190522354,-4.057654847,0.001714343,0.99709886,0.001186797,,-0.386216035,1.676192607,0.274300794,0.030621401,0.695077805,,-1.357123677,-0.319957734,0.831215894,0.088369992,0.080414114,,1.775837996,0.218025672,0.272914061,0.701263761,0.025822177,,1.645902721,-1.029014685,0.042998879,0.920177934,0.036823188,,0.252899131,0.010186675,0.729749613,0.007164581,sodium,sodium-calcium,,0.344607687,0.040497568,0.579129875,0.03576487,bicarbonate,bicarbonate-sulfate,sodium-bicarbonate,sodium-calcium bicarbonate-sulfate,,7.256835966,acceptable
